	Hotel	Location	Code	Cost	Score	Rating	Walk.Grade	No. Restaurants	No. Attractions
74	Hilton Garden Inn New York Manhattan Midtown East	New York City 	NY	$167	4.0	Very good	100	409	40
75	Gansevoort Meatpacking NYC	New York City 	NY	$302	4.0	Very good	100	266	77
76	Moxy NYC East Village	New York City 	NY	$209	4.5	Excellent	NA	NA	NA
77	Royalton New York Hotel	New York City 	NY	$198	4.0	Very good	100	488	188
78	Innside By Melia New York NoMad	New York City 	NY	$197	4.5	Excellent	100	376	92
79	Fairfield Inn & Suites New York Downtown Manhattan/World Trade Center Area	New York City 	NY	$127	4.5	Excellent	100	238	53
80	Best Western Bowery Hanbee Hotel	New York City 	NY	$189	4.0	Very good	100	549	102
81	Seton Hotel	New York City 	NY	$305	4.0	Very good	100	396	51
82	Hotel Plaza Athenee	New York City 	NY	$419	4.5	Excellent	100	112	48
83	Hyatt Place New York Midtown South	New York City 	NY	$199	4.0	Very good	100	561	115
84	Concorde Hotel New York	New York City 	NY	$219	4.5	Excellent	100	411	92
85	The Benjamin	New York City 	NY	$206	4.5	Excellent	100	463	60
86	Club Quarters Hotel, Times Square -Midtown	New York City 	NY	$227	4.0	Very good	100	486	175
87	Hilton Garden Inn New York/Tribeca	New York City 	NY	$159	4.0	Very good	100	216	98
88	Gild Hall A Thompson Hotel	New York City 	NY	$189	4.5	Excellent	100	382	64
89	Courtyard New York Manhattan/Chelsea	New York City 	NY	$206	4.5	Excellent	100	478	92
90	Wyndham Garden Chinatown	New York City 	NY	$161	4.5	Excellent	100	563	84
91	The Ritz-Carlton New York, Central Park	New York City 	NY	$935	4.5	Excellent	100	236	74
92	AKA Tribeca	New York City 	NY	$215	4.5	Excellent	100	254	56
93	Hudson New York	New York City 	NY	$170	3.0	Average	100	281	62
94	Hotel Metro	New York City 	NY	$154	4.5	Excellent	100	551	103
95	Element New York Times Square West	New York City 	NY	$129	4.0	Very good	100	518	167
96	Hilton Garden Inn New York/Central Park South-Midtown West	New York City 	NY	$161	4.0	Very good	100	502	125
97	Fairfield Inn & Suites New York Manhattan/Times Square South	New York City 	NY	$152	3.5	Very good	NA	NA	NA
98	The Roxy Hotel Tribeca	New York City 	NY	$249	5.0	Excellent	100	259	89
99	Radisson Hotel New York Wall Street	New York City 	NY	$152	4.0	Very good	100	442	68
100	Renaissance New York Times Square Hotel	New York City 	NY	$186	4.5	Excellent	100	524	268
101	Courtyard New York Manhattan/Midtown East	New York City 	NY	$189	4.5	Excellent	100	447	53
102	Sohotel	New York City 	NY	$127	4.0	Very good	100	502	129
103	Residence Inn New York Manhattan/Times Square	New York City 	NY	$215	4.5	Excellent	100	500	133
104	Holiday Inn Express Manhattan Times Square South	New York City 	NY	$156	4.0	Very good	100	558	115
105	Merrion Row Hotel and Public House	New York City 	NY	$248	5.0	Excellent	100	527	263
106	Hotel Mela	New York City 	NY	$171	4.0	Very good	100	542	262
107	citizenM New York Times Square	New York City 	NY	$231	4.5	Excellent	100	590	227
108	La Quinta Inn & Suites by Wyndham Manhattan Midtown	New York City 	NY	$199	5.0	Excellent	NA	NA	NA
109	Pod Times Square	New York City 	NY	$151	4.0	Very good	100	445	124
110	Skyline Hotel	New York City 	NY	$189	4.0	Very good	100	336	54
111	The Marcel At Gramercy	New York City 	NY	$172	4.0	Very good	100	303	38
112	MADE Hotel	New York City 	NY	$279	4.5	Excellent	100	470	115
113	New York Marriott East Side	New York City 	NY	$331	4.0	Very good	100	492	64
114	TRYP New York City Times Square South	New York City 	NY	$220	4.0	Very good	100	363	62
115	SpringHill Suites New York Manhattan/Times Square South	New York City 	NY	$170	3.5	Very good	NA	NA	NA
116	Hilton Garden Inn Times Square	New York City 	NY	$153	4.5	Excellent	100	606	240
117	Park Central Hotel New York	New York City 	NY	$235	4.0	Very good	100	430	111
118	Cambria Hotel New York - Chelsea	New York City 	NY	$159	4.5	Excellent	100	443	104
119	Shelburne Hotel & Suites by Affinia	New York City 	NY	$152	4.5	Excellent	100	379	43
120	The Jewel facing Rockefeller Center	New York City 	NY	$191	4.5	Excellent	100	431	130
121	Hotel Wales	NA	NY	$216	4.0	Very good	100	85	17
122	Holiday Inn Manhattan - Financial District	NA	NY	$130	4.0	Very good	100	212	48
123	The Marlton Hotel	New York City 	NY	$345	4.5	Excellent	100	377	93
124	The Time New York	New York City 	NY	$209	4.5	Excellent	100	615	237
125	The Blakely New York	New York City 	NY	$189	4.5	Excellent	100	454	121
126	WestHouse Hotel New York	New York City 	NY	$251	4.5	Excellent	100	432	107
127	NYCASA 46 Hotel	New York City 	NY	$135	4.0	Very good	100	545	278
128	Hotel Boutique At Grand Central	New York City 	NY	$159	4.5	Excellent	100	463	65
129	Kimpton Muse Hotel	New York City 	NY	$231	4.5	Excellent	100	540	273
130	Andaz Wall Street	New York City 	NY	$199	4.5	Excellent	100	337	61
131	Renaissance New York Midtown Hotel	New York City 	NY	$229	4.5	Excellent	100	505	95
132	The Langham New York Fifth Avenue	New York City 	NY	$455	4.5	Excellent	100	508	108
133	HGU New York	New York City 	NY	$189	4.0	Very good	100	517	80
134	11 Howard	New York City 	NY	$259	4.5	Excellent	100	464	129
135	Holiday Inn NYC - Lower East Side	New York City 	NY	$138	4.0	Very good	100	311	94
136	The Nolitan Hotel	New York City 	NY	$180	4.5	Excellent	100	450	146
137	Hyatt Herald Square New York	New York City 	NY	$199	4.0	Very good	100	534	104
138	Fairfield Inn & Suites New York Midtown Manhattan/Penn Station	New York City 	NY	$189	4.5	Excellent	100	329	58
139	Four Seasons Hotel New York	New York City 	NY	$1,195	4.5	Excellent	100	326	92
140	Courtyard New York Manhattan/Herald Square	New York City 	NY	$231	4.5	Excellent	100	555	106
141	City Club Hotel	New York City 	NY	$197	4.0	Very good	100	490	198
142	Iberostar 70 Park Avenue Hotel	New York City 	NY	$259	4.0	Very good	100	391	73
143	Hampton Inn Manhattan-Seaport-Financial District	New York City 	NY	$139	4.0	Very good	100	186	29
144	Comfort Inn Near Old Town Pasadena in Eagle Rock CA	Los Angeles 	CA	$104	4.0	Very good	54	78	0
145	Hyatt Regency Los Angeles International Airport	Los Angeles 	CA	$139	4.0	Very good	40	100	3
146	Residence Inn by Marriott Los Angeles LAX	Los Angeles 	CA	$159	4.5	Excellent	46	44	1
147	Hollywood Hotel	Los Angeles 	CA	$148	4.0	Very good	83	161	32
148	Embassy Suites by Hilton LAX North	Los Angeles 	CA	$157	4.0	Very good	46	44	1
149	Santa Monica Motel	Santa Monica 	CA	$161	4.0	Very good	82	143	31
150	The Mayfair Hotel	Los Angeles 	CA	$183	4.0	Very good	76	332	35
151	Courtyard Los Angeles LAX/Century Boulevard	Los Angeles 	CA	$159	4.0	Very good	40	99	2
152	The Line Hotel	Los Angeles 	CA	$179	4.0	Very good	96	115	10
153	Ellison Suites	Los Angeles 	CA	$289	4.5	Excellent	92	33	6
154	Renaissance Los Angeles Airport Hotel	Los Angeles 	CA	$119	4.0	Very good	43	43	1
155	Hollywood Celebrity Hotel	Los Angeles 	CA	$169	4.0	Very good	100	78	45
156	H Hotel Los Angeles, Curio Collection by Hilton	Los Angeles 	CA	$156	4.5	Excellent	42	89	2
157	Luxe Rodeo Drive Hotel	Beverly Hills 	CA	$595	4.5	Excellent	100	122	45
158	Hilton Woodland Hills Los Angeles	Los Angeles 	CA	$162	4.0	Very good	52	133	3
159	Good Nite Inn Sylmar	NA	CA	$76	4.0	Very good	NA	NA	NA
160	Homewood Suites by Hilton Los Angeles International Airport	Los Angeles 	CA	$162	4.5	Excellent	42	88	2
161	Hotel Normandie	Los Angeles 	CA	$171	4.5	Excellent	93	116	8
162	Best Western Plus Carriage Inn	Los Angeles 	CA	$149	4.0	Very good	49	20	3
163	Hampton Inn & Suites Los Angeles Hollywood	Los Angeles 	CA	$179	4.0	Very good	89	35	6
164	Best Western Royal Palace Inn & Suites	NA	CA	$180	4.0	Very good	54	183	9
165	Hilton Garden Inn Los Angeles Marina Del Rey	Marina del Rey 	CA	$224	4.0	Very good	91	21	2
166	Holiday Inn Express North Hollywood - Burbank Area	Los Angeles 	CA	$174	4.5	Excellent	69	111	12
167	The Brentwood Inn	Los Angeles 	CA	$210	4.5	Excellent	39	38	3
168	Venice Suites	Los Angeles 	CA	$215	4.0	Very good	91	29	5
169	Lexen Hotel - North Hollywood	Los Angeles 	CA	$209	4.5	Excellent	82	30	4
170	DoubleTree by Hilton Hotel San Pedro	Los Angeles 	CA	$238	4.0	Very good	45	13	9
171	Holiday Inn Express West Los Angeles	Los Angeles 	CA	$171	4.0	Very good	75	43	8
172	Best Western Woodland Hills	Los Angeles 	CA	$150	4.0	Very good	54	39	2
173	Radisson Hotel Chatsworth	NA	CA	$157	4.0	Very good	49	24	2
174	Regency Inn Los Angeles	Los Angeles 	CA	$114	4.5	Excellent	41	66	0
175	Beverly Wilshire Beverly Hills (A Four Seasons Hotel)	Beverly Hills 	CA	$1,020	4.5	Excellent	100	116	29
176	Shore Hotel	Santa Monica 	CA	$329	4.5	Excellent	100	139	33
177	Hilton Los Angeles/Universal City	Los Angeles 	CA	$234	4.0	Very good	100	50	43
178	Best Western Plus Sunset Plaza Hotel	West Hollywood 	CA	$279	4.5	Excellent	89	33	10
179	Ocean View Hotel	NA	CA	$309	4.0	Very good	100	170	33
180	Hotel Casa del Mar	Santa Monica 	CA	$675	4.5	Excellent	92	23	10
181	BLVD Hotel & Suites	Los Angeles 	CA	$143	3.5	Very good	94	11	6
182	Titta Inn	Los Angeles 	CA	$93	4.0	Very good	NA	NA	NA
183	Dream Hollywood	Los Angeles 	CA	$309	4.5	Excellent	100	148	57
184	Hampton Inn & Suites Santa Monica	Santa Monica 	CA	$249	4.0	Very good	100	110	20
185	The Ambrose Hotel	Santa Monica 	CA	$419	4.0	Very good	73	123	14
186	Shutters on the Beach	Santa Monica 	CA	$995	4.0	Very good	91	28	8
187	Trylon Hotel	Los Angeles 	CA	$98	4.5	Excellent	89	40	19
188	Malibu Beach Inn	Malibu 	CA	$425	4.5	Excellent	78	13	3
189	Hotel Beverly Terrace	Beverly Hills 	CA	$260	4.0	Very good	85	18	11
190	Plaza La Reina	Los Angeles 	CA	$297	4.5	Excellent	89	120	11
191	Venice On The Beach Hotel	Los Angeles 	CA	$220	4.0	Very good	92	28	3
192	Inn at Venice Beach	Los Angeles 	CA	$243	4.5	Excellent	95	40	5
193	SLS Hotel, a Luxury Collection Hotel, Beverly Hills	Los Angeles 	CA	$489	4.0	Very good	81	78	2
194	Venice Breeze Suites	Los Angeles 	CA	$187	4.0	Very good	93	50	13
195	Sweet Dreams B&B	Los Angeles 	CA	$201	5.0	Excellent	53	103	11
196	Loews Hollywood Hotel	Los Angeles 	CA	$269	4.5	Excellent	100	93	55
197	Blvd Hotel & Spa	Los Angeles 	CA	$152	4.0	Very good	96	22	3
198	El Royale Hotel Near Universal Studios Hollywood	Los Angeles 	CA	$178	4.5	Excellent	67	33	1
199	Hampton Inn & Suites Los Angeles/Sherman Oaks	Los Angeles 	CA	$167	4.0	Very good	49	23	3
200	Sofitel Los Angeles at Beverly Hills	Los Angeles 	CA	$218	4.0	Very good	88	100	7
201	Hilton Garden Inn Los Angeles Hollywood	Los Angeles 	CA	$185	4.0	Very good	94	27	10
202	Montrose West Hollywood	West Hollywood 	CA	$224	4.5	Excellent	89	45	16
203	SIXTY Beverly Hills	Beverly Hills 	CA	$225	4.0	Very good	98	67	11
204	The Standard Downtown LA	Los Angeles 	CA	$235	3.5	Very good	100	221	29
205	InterContinental Los Angeles Century City	Los Angeles 	CA	$254	4.5	Excellent	75	104	10
206	Los Angeles Airport Marriott	Los Angeles 	CA	$139	4.0	Very good	47	40	1
207	USC Hotel	Los Angeles 	CA	$152	4.0	Very good	100	116	16
208	Maison 140 Beverly Hills	Beverly Hills 	CA	$195	4.0	Very good	93	34	9
209	InterContinental Los Angeles Downtown	NA	CA	$263	4.0	Very good	100	164	13
210	Hotel Erwin	Los Angeles 	CA	$319	4.5	Excellent	99	61	16
211	Best Western Hollywood Plaza Inn	Los Angeles 	CA	$175	3.5	Very good	93	12	7
212	Wyndham Santa Monica at the Pier	NA	CA	$271	3.5	Very good	100	129	35
213	SureStay Collection by Best Western Sunset West Hotel	Los Angeles 	CA	$159	3.5	Very good	95	46	5
214	Comfort Inn Santa Monica - West Los Angeles	Santa Monica 	CA	$194	3.5	Very good	71	21	4
215	Hometel Suites	Los Angeles 	CA	$126	4.5	Excellent	77	394	19
216	JW Marriott Los Angeles L.A. LIVE	Los Angeles 	CA	$389	4.5	Excellent	97	55	11
217	Fairmont Miramar Hotel & Bungalows	Santa Monica 	CA	$503	4.0	Very good	100	88	10
218	The London West Hollywood at Beverly Hills	West Hollywood 	CA	$409	4.5	Excellent	94	37	15
219	Sheraton Grand Los Angeles	Los Angeles 	CA	$377	4.5	Excellent	100	234	34
220	Sea Blue Hotel	Santa Monica 	CA	$269	4.0	Very good	100	83	23
221	Hotel Figueroa	Los Angeles 	CA	$295	4.5	Excellent	100	87	17
222	Omni Los Angeles at California Plaza	Los Angeles 	CA	$220	4.5	Excellent	100	133	30
223	Elan Hotel	Los Angeles 	CA	$219	4.5	Excellent	83	107	7
224	Farmer's Daughter Hotel	Los Angeles 	CA	$262	4.0	Very good	92	99	12
225	Ace Hotel Downtown Los Angeles	NA	CA	$229	4.0	Very good	100	140	30
226	Kimpton Everly Hotel	NA	CA	$284	4.5	Excellent	100	69	27
227	Hotel Indigo Los Angeles Downtown	Los Angeles 	CA	$294	4.5	Excellent	100	102	11
228	Luxe Sunset Boulevard Hotel	Los Angeles 	CA	$233	4.5	Excellent	62	20	3
229	1 Hotel West Hollywood	West Hollywood 	CA	$319	4.5	Excellent	94	54	12
230	Magic Castle Hotel	Los Angeles 	CA	$289	4.5	Excellent	100	65	33
231	Holiday Inn Express Hotel & Suites Hollywood Hotel Walk of Fame	NA	CA	$190	4.0	Very good	100	43	29
232	Walk of Fame Hostel	Los Angeles 	CA	$133	4.0	Very good	100	100	62
233	Huntley Santa Monica Beach	Santa Monica 	CA	$450	4.0	Very good	98	69	7
234	Four Seasons Hotel Los Angeles at Beverly Hills	Los Angeles 	CA	$770	4.5	Excellent	70	181	48
235	Orange Drive Hostel	Los Angeles 	CA	$123	4.0	Very good	100	79	44
236	The Los Angeles Athletic Club Hotel	Los Angeles 	CA	$289	4.0	Very good	100	254	50
237	Crescent Hotel Beverly Hills	Beverly Hills 	CA	$308	4.0	Very good	100	89	37
238	Century Park Hotel	Los Angeles 	CA	$229	4.0	Very good	56	113	9
239	Courtyard Los Angeles Sherman Oaks	Los Angeles 	CA	$189	4.0	Very good	70	38	4
240	Beverly Hills Plaza Hotel	Los Angeles 	CA	$208	4.0	Very good	58	63	4
241	Inn at Playa Del Rey, A Four Sisters Inn	Los Angeles 	CA	$235	4.5	Excellent	64	23	6
242	The Garland	NA	CA	$239	4.5	Excellent	59	98	7
243	The Kinney	Marina del Rey 	CA	$243	4.5	Excellent	85	19	0
244	Best Western Burbank Airport Inn	Los Angeles 	CA	$153	4.0	Very good	NA	NA	NA
245	The Carlyle Inn	Los Angeles 	CA	$225	4.0	Very good	70	48	2
246	Palihouse Santa Monica	Santa Monica 	CA	$415	4.5	Excellent	88	23	5
247	Sunset Marquis	NA	CA	$318	4.5	Excellent	99	66	15
248	The Charlie	West Hollywood 	CA	$309	4.5	Excellent	83	14	8
249	Courtyard by Marriott Los Angeles L.A. LIVE	Los Angeles 	CA	$199	4.5	Excellent	99	73	11
250	Crowne Plaza Los Angeles International Airport	Los Angeles 	CA	$119	4.0	Very good	44	55	1
251	Millennium Biltmore Los Angeles	Los Angeles 	CA	$284	4.0	Very good	100	249	48
252	The L.A. Grand Hotel Downtown	Los Angeles 	CA	$198	4.0	Very good	100	70	12
253	Freehand Los Angeles	Los Angeles 	CA	$529	4.0	Very good	100	229	43
254	Holiday Inn Express Los Angeles-LAX Airport	NA	CA	$121	4.0	Very good	36	72	4
255	Hotel Angeleno	Los Angeles 	CA	$189	4.0	Very good	61	20	3
256	Best Western Plus Hollywood Hills Hotel	Los Angeles 	CA	$153	4.0	Very good	89	46	17
257	Grafton on Sunset	West Hollywood 	CA	$269	4.0	Very good	94	54	10
258	The Westin Bonaventure Hotel & Suites, Los Angeles	Los Angeles 	CA	$224	4.0	Very good	100	131	15
259	Kimpton Hotel Palomar Los Angeles Beverly Hills	Los Angeles 	CA	$220	4.0	Very good	70	196	19
260	Best Western Plus LA Mid-Town Hotel	Los Angeles 	CA	$190	3.5	Very good	89	128	5
261	The Moment Hotel	Los Angeles 	CA	$209	4.0	Very good	92	34	7
262	Airtel Plaza Hotel	Los Angeles 	CA	$147	4.0	Very good	36	21	3
263	DoubleTree by Hilton Hotel Los Angeles Downtown	Los Angeles 	CA	$202	4.0	Very good	100	133	30
264	Palihotel Melrose	Los Angeles 	CA	$245	4.0	Very good	82	29	12
265	Courtyard Los Angeles Woodland Hills	Los Angeles 	CA	$159	4.0	Very good	44	66	2
266	The Beverly Hilton	Beverly Hills 	CA	$277	4.0	Very good	89	23	7
267	Beverly Laurel Motor Hotel	Los Angeles 	CA	$261	4.0	Very good	81	59	5
268	Wilshire Crest Hotel	Los Angeles 	CA	$179	4.0	Very good	79	29	3
269	Courtyard Los Angeles Century City/Beverly Hills	Los Angeles 	CA	$179	4.0	Very good	57	113	9
270	The Post Oak Hotel at Uptown Houston	Houston 	TX	$405	4.5	Excellent	76	120	16
271	Club Quarters Hotel in Houston	Houston 	TX	$80	4.0	Very good	100	184	19
272	DoubleTree by Hilton Hotel & Suites Houston by the Galleria	NA	TX	$109	4.0	Very good	88	41	4
273	Comfort Suites Northwest Houston at Beltway 8	Houston 	TX	$59	5.0	Excellent	48	16	0
274	Cambria Hotel Houston Downtown Convention Center	NA	TX	$125	5.0	Excellent	NA	NA	NA
275	Royal Sonesta Houston Galleria	Houston 	TX	$149	4.5	Excellent	90	56	6
276	Candlewood Suites Houston - Spring	Houston 	TX	$78	4.0	Very good	36	11	0
277	Marriott Marquis Houston	Houston 	TX	$197	4.5	Excellent	91	49	8
278	Hotel Alessandra	Houston 	TX	$197	5.0	Excellent	100	149	12
279	Hyatt Regency Houston	Houston 	TX	$219	4.0	Very good	100	125	10
280	Hotel ZaZa Houston Museum District	Houston 	TX	$230	4.5	Excellent	79	55	34
281	Hilton Americas - Houston	Houston 	TX	$174	4.5	Excellent	91	64	11
282	Red Roof Inn Houston - Westchase	Houston 	TX	$55	4.5	Excellent	40	76	2
283	Hampton Inn & Suites Houston North IAH	Houston 	TX	$76	4.5	Excellent	NA	NA	NA
284	Hampton Inn Houston Downtown	Houston 	TX	$132	4.5	Excellent	91	68	6
285	Homewood Suites by Hilton Houston Downtown	Houston 	TX	$140	4.5	Excellent	90	59	6
286	Wyndham Houston - Medical Center Hotel and Suites	Houston 	TX	$151	4.0	Very good	66	54	0
287	Magnolia Hotel Houston, A Tribute Portfolio Hotel	NA	TX	$151	4.5	Excellent	100	188	17
288	Houston Airport Marriott at George Bush Intercontinental	Houston 	TX	$195	4.5	Excellent	51	77	0
289	Hyatt Place Houston/Galleria	Houston 	TX	$89	4.0	Very good	93	56	5
290	Hotel ZaZa Houston Memorial City	Houston 	TX	$260	5.0	Excellent	64	96	8
291	Hyatt Regency Houston/Galleria	Houston 	TX	$139	4.5	Excellent	98	68	6
292	Courtyard Houston by The Galleria	Houston 	TX	$93	4.5	Excellent	93	51	5
293	Crowne Plaza Suites Houston - Near Sugar Land	Houston 	TX	$72	4.5	Excellent	38	42	1
294	Best Western Plus Downtown Inn & Suites	Houston 	TX	$133	4.5	Excellent	75	221	36
295	Drury Inn & Suites Houston Near The Galleria	Houston 	TX	$95	4.5	Excellent	76	117	15
296	The Whitehall Houston	Houston 	TX	$169	4.5	Excellent	88	329	60
297	Comfort Suites Houston West Beltway 8	Houston 	TX	$79	4.5	Excellent	37	69	0
298	Hotel Derek Houston Galleria	Houston 	TX	$129	3.5	Very good	89	52	6
299	The Houstonian Hotel, Club & Spa	Houston 	TX	$269	4.5	Excellent	43	17	3
300	Omni Houston Hotel	Houston 	TX	$161	4.5	Excellent	60	46	4
301	AC Hotel by Marriott Houston Downtown	Houston 	TX	$103	4.0	Very good	NA	NA	NA
302	Staybridge Suites Houston I-10 West-Beltway 8	Houston 	TX	$95	4.5	Excellent	NA	NA	NA
303	Best Western Plus JFK Inn & Suites	Houston 	TX	$84	4.5	Excellent	39	19	0
304	Holiday Inn Express Hotel & Suites Houston NW-Beltway 8-West Road	Houston 	TX	$82	4.5	Excellent	NA	NA	NA
305	Holiday Inn Houston Downtown	Houston 	TX	$116	4.5	Excellent	84	43	7
306	SpringHill Suites Houston Intercontinental Airport	Houston 	TX	$148	4.5	Excellent	NA	NA	NA
307	Hotel ICON, Autograph Collection	Houston 	TX	$209	4.5	Excellent	100	91	24
308	Courtyard Houston Medical Center	Houston 	TX	$116	4.0	Very good	70	69	2
309	Best Western Plus Westchase Mini-Suites	Houston 	TX	$59	4.5	Excellent	41	79	2
310	Holiday Inn Express Houston-Downtown Convention Center	Houston 	TX	$171	4.0	Very good	80	24	4
311	La Maison in Midtown	Houston 	TX	$189	5.0	Excellent	81	53	11
312	Hampton Inn & Suites Houston I-10/Central	Houston 	TX	$174	4.5	Excellent	NA	NA	NA
313	Wanderstay Houston	Houston 	TX	$69	5.0	Excellent	57	46	19
314	Hyatt House Houston-West/Energy Corridor	Houston 	TX	$83	4.0	Very good	39	21	3
315	Homewood Suites by Hilton Houston - Westchase	Houston 	TX	NA	4.5	Excellent	40	84	2
316	Homewood Suites by Hilton Houston Northwest Cy-Fair	Houston 	TX	$114	4.0	Very good	38	39	3
317	La Quinta Inn & Suites by Wyndham Houston West Park 10	Houston 	TX	$58	4.0	Very good	46	26	3
318	Best Western Premier Ashton Suites-Willowbrook	Houston 	TX	$84	4.5	Excellent	43	46	4
319	Residence Inn Houston I-10 West/Park Row	NA	TX	$87	4.5	Excellent	NA	NA	NA
320	Hampton Inn Houston - Willowbrook Mall	Houston 	TX	$114	4.0	Very good	76	98	11
321	Home2 Suites by Hilton Houston Willowbrook	Houston 	TX	$124	4.5	Excellent	66	88	9
322	Hilton Garden Inn Houston NW/Willowbrook	Houston 	TX	$107	4.5	Excellent	67	25	3
323	Homewood Suites by Hilton Houston Kingwood	Houston 	TX	$172	4.5	Excellent	NA	NA	NA
324	La Quinta Inn & Suites by Wyndham Houston Kingwood Medical	Houston 	TX	$98	4.5	Excellent	NA	NA	NA
325	La Quinta Inn & Suites by Wyndham Houston Channelview	Houston 	TX	$92	4.5	Excellent	36	37	0
326	Hilton Garden Inn Houston Cypress Station	Houston 	TX	$92	4.5	Excellent	NA	NA	NA
327	Homewood Suites by Hilton Houston West-Energy Corridor	Houston 	TX	$84	4.5	Excellent	56	21	3
328	Staybridge Suites Houston West / Energy Corridor	Houston 	TX	$100	4.5	Excellent	42	37	3
329	La Quinta Inn & Suites by Wyndham Houston NW Beltway8/Westrd	Houston 	TX	$80	4.5	Excellent	36	23	1
330	Holiday Inn Houston - NRG/Medical Center Area	Houston 	TX	$120	3.5	Very good	84	54	3
331	Candlewood Suites Westchase-Westheimer	Houston 	TX	$59	3.5	Very good	50	96	2
332	The Lancaster Hotel	Houston 	TX	$239	4.5	Excellent	100	156	38
333	Hampton Inn & Suites Houston-Medical Ctr-Reliant Park	Houston 	TX	$101	4.0	Very good	48	34	0
334	Holiday Inn Express & Suites Houston NW - Hwy 290 Cypress	Houston 	TX	$60	5.0	Excellent	NA	NA	NA
335	Embassy Suites By Hilton Houston West - Katy	Houston 	TX	$146	4.5	Excellent	NA	NA	NA
336	DoubleTree by Hilton Houston Hobby Airport	Houston 	TX	$149	4.0	Very good	NA	NA	NA
337	Houston Marriott Medical Center/Museum District	NA	TX	$269	4.5	Excellent	73	43	4
338	The Westin Houston Memorial City	Houston 	TX	$159	4.5	Excellent	57	97	6
339	Embassy Suites by Hilton Houston - Energy Corridor	Houston 	TX	$161	4.5	Excellent	NA	NA	NA
340	Hilton Garden Inn Houston NW America Plaza	Houston 	TX	$143	4.5	Excellent	NA	NA	NA
341	The Sam Houston, Curio Collection by Hilton	Houston 	TX	$143	4.0	Very good	100	102	18
342	Houston Marriott West Loop by The Galleria	Houston 	TX	$143	4.5	Excellent	81	144	19
343	Super 8 by Wyndham Houston Hobby Airport South	Houston 	TX	$48	4.0	Very good	NA	NA	NA
344	Homewood Suites by Hilton Houston - Clear Lake NASA	Houston 	TX	$121	4.0	Very good	42	61	8
345	Sheraton Houston West Hotel	Houston 	TX	$143	4.5	Excellent	NA	NA	NA
346	Sara's Bed & Breakfast Inn	Houston 	TX	$154	5.0	Excellent	42	60	6
347	Hotel Sorella CITYCENTRE	Houston 	TX	$309	4.5	Excellent	70	40	5
348	Hilton University of Houston	Houston 	TX	$135	4.0	Very good	46	37	6
349	Holiday Inn Houston West-Westway Park	Houston 	TX	$88	4.0	Very good	NA	NA	NA
350	Embassy Suites by Hilton Houston Downtown	Houston 	TX	$166	4.5	Excellent	97	74	12
351	The Westin Houston Downtown	Houston 	TX	$197	4.5	Excellent	89	39	6
352	Four Seasons Hotel Houston	Houston 	TX	$325	4.5	Excellent	100	113	13
353	JW Marriott Houston Downtown	Houston 	TX	$239	4.5	Excellent	100	196	19
354	Hotel Granduca Houston	Houston 	TX	$249	4.5	Excellent	68	78	8
355	Modern B&B	Houston 	TX	$113	4.5	Excellent	77	138	25
356	The St. Regis Houston	Houston 	TX	$299	4.5	Excellent	74	118	14
357	Best Western Galleria Inn & Suites	Houston 	TX	$76	4.0	Very good	65	116	11
358	La Quinta Inn & Suites by Wyndham Houston Galleria Area	Houston 	TX	$81	4.0	Very good	79	130	17
359	Doubletree Houston Intercontinental Airport	Houston 	TX	NA	4.0	Very good	40	19	0
360	Red Lion Hotel Houston Intercontinental Airport	Houston 	TX	$75	4.0	Very good	NA	NA	NA
361	DoubleTree by Hilton Houston Greenway Plaza	Houston 	TX	$97	4.0	Very good	68	119	8
362	Hyatt Place Houston NW Vintage Park	Houston 	TX	$107	4.0	Very good	45	54	6
363	Drury Inn & Suites Houston West Energy Corridor	Houston 	TX	$80	4.5	Excellent	60	24	3
364	Homewood Suites By Hilton Houston Memorial City	Houston 	TX	$108	4.5	Excellent	56	81	6
365	Country Inn & Suites by Radisson, Houston Northwest, TX	Houston 	TX	$67	4.0	Very good	41	50	2
366	Crowne Plaza Houston Galleria Area	Houston 	TX	$79	4.0	Very good	43	10	5
367	La Quinta Inn & Suites by Wyndham Houston Hobby Airport	NA	TX	$71	4.0	Very good	NA	NA	NA
368	Sheraton Houston Brookhollow Hotel	Houston 	TX	$114	4.0	Very good	NA	NA	NA
369	Hilton Garden Inn Houston Westbelt	NA	TX	$81	4.0	Very good	64	132	1
370	Best Western Plus North Houston Inn & Suites	NA	TX	$75	4.0	Very good	41	21	1
371	Sheraton Suites Houston Near The Galleria	Houston 	TX	$103	4.0	Very good	93	54	5
372	TownePlace Suites Houston Intercontinental Airport	Houston 	TX	$101	4.0	Very good	NA	NA	NA
373	Fairfield Inn & Suites Houston Energy Corridor/Katy Freeway	Houston 	TX	$74	4.5	Excellent	50	27	3
374	La Quinta Inn & Suites by Wyndham Houston West at Clay Road	Houston 	TX	$98	4.5	Excellent	NA	NA	NA
375	Hampton Inn Houston - I-10W, Energy Cor	Houston 	TX	$93	4.0	Very good	NA	NA	NA
376	Hampton Inn Houston Northwest	Houston 	TX	$82	4.0	Very good	43	35	3
377	Holiday Inn Express & Suites Houston IAH - Beltway 8	Houston 	TX	$85	4.5	Excellent	NA	NA	NA
378	Courtyard Houston Downtown/Convention Center	Houston 	TX	$125	4.0	Very good	100	164	10
379	Holiday Inn Hotel-Houston Westchase	Houston 	TX	$85	4.0	Very good	NA	NA	NA
